Security     ,Long  Name                                                   ,Cat & Subtype ,Stock Exchange ,Currency Code ,Wghtd Ave Maturity ,Maturity Date ,Coupon Rate   ,Next Interest Date ,Exercise Price ,Macaulay Duration ,Interest Frequency ,Market Price     ,Yield to Maturity ,Shares Issued     ,Comments                       ,Days in Year ,Days in Month ,First Payment Date ,Last Payment Date ,Previous Ex Date ,Modified Duration ,Convexity  ,Accrued Interest  ,Days Ex/Due ,Swap Leg ,A ,Parent   ,Valuation Date                                                                                                                           External code 1 External code 2 Location Stock Exchange Total Value (Pfolio)
G84273      ,SEP17 DTOP 10290 CALL 21/09/2017                            ,FU11,SFX,ZAR,   ,21/09/17,            ,        ,010290.000,000.000000,  ,0008837.000000,          ,             ,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
GBL02       ,GRINDROD BANK 3M JIBAR+220BPS 15/10/2018                    ,FI02,BMA,ZAR,   ,15/10/18,00009.542000,15/10/17,000000.000,000.186301,04,0000100.064247,          ,             ,                              ,2,1,        ,        ,15/07/17,000.181948,000.015206,              ,010, ,Y,        ,08/08/17
GC17        ,NAMIBIAN GOVERNMENT 8% 15/10/2017                           ,FI00,NSX,NAD,   ,15/10/17,00008.000000,15/10/17,000000.000,000.186301,02,0000008.378000,008.378000,             ,                              ,2,1,        ,        ,15/04/17,000.178791,000.000673,              ,031, ,Y,        ,08/08/17
GDBI        ,STANLIB INCOME FUND (CLASS R)                               ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.365732,          ,0000000000000,CLASS R                       ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
GDBT        ,STANLIB SA EQUITY FUND (CLASS R)                            ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000007.829690,          ,0000000000000,CLASS R                       ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
GFI         ,GOLD FIELDS LIMITED                                         ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000052.170000,          ,0000821532707,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
GLD         ,NEW GOLD                                                    ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000157.880000,          ,0000112877939,ISIN ZAE000060067             ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
GLN         ,GLENCORE XSTRATA PLC                                        ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000059.330000,          ,0001458620006,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
GLOBALEQ    ,STANLIB MULTI-MANAGER GLOBAL EQUITY FUND CLASS A            ,OS03,LSE,USD,   ,        ,            ,        ,000000.000,000.000000,  ,0002766.445600,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
GLOBLBND    ,STANLIB MULTI-MANAGER GLOBAL BOND FUND CLASS A              ,OS03,UNT,USD,   ,        ,            ,        ,000000.000,000.000000,  ,0002069.660500,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
GND         ,GRINDROD LIMITED                                            ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000011.700000,          ,0000762553314,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
GNDPP       ,GRINDROD PREFERENCE SHARES 80% OF PRIME                     ,OS06,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000075.010000,          ,0000007400000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
GRT         ,GROWTHPOINT PROPERTIES                                      ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000025.050000,          ,0002888462582,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
GRT06       ,GROWTHPOINT PROP LTD 3M JIBAR+150BP 11/12/2017              ,FI02,BMA,ZAR,   ,11/12/17,00008.817000,11/09/17,000000.000,000.093151,04,0000100.307318,          ,             ,                              ,2,1,        ,        ,12/06/17,000.091356,000.001924,              ,010, ,Y,        ,08/08/17
GTR         ,GRIT REAL ESTATE INCOME GROUP                               ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000016.500000,          ,0000208514261,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
HILB02      ,HYPROP INVESTMENT LIMITED 3MONTH JIBAR+150BPS 13/09/2017    ,FI02,BMA,ZAR,   ,13/09/17,00008.817000,13/09/17,000000.000,000.098630,04,0000100.040436,          ,             ,                              ,2,1,        ,        ,13/06/17,000.096582,000.000326,              ,010, ,Y,        ,08/08/17
HILB03      ,HYPROP INVESTMENTS LIMITED 3M JIBAR+145BPS 02/05/2018       ,FI02,BMA,ZAR,   ,02/05/18,00008.517000,02/11/17,000000.000,000.235616,04,0000100.006032,          ,             ,                              ,2,1,        ,        ,02/08/17,000.230657,000.006725,              ,010, ,Y,        ,08/08/17
HMNA        ,HAMMERSON PLC                                               ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000099.700000,          ,0000793219664,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
HRHO EY     ,EFG-HERMES HOLDING SAE                                      ,OS00,CAS,EGP,   ,        ,            ,        ,000000.000,000.000000,  ,0000021.950000,          ,0000573484500,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
HSP         ,HOLDSPORT LIMITED                                           ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000066.830000,          ,0000043150220,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
HUG         ,HUGE GROUP LIMITED                                          ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000008.000000,          ,0000175602077,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
HWAY20      ,SA NATIONAL ROADS AGENCY LTD 9.75% 31/07/2020               ,FI00,BMA,ZAR,   ,31/07/20,00009.750000,31/01/18,000000.000,002.659332,02,0000008.260000,008.260000,             ,RSA GUARANTEED                ,2,1,        ,        ,31/07/17,002.553025,000.081959,              ,010, ,Y,        ,08/08/17
HWAY34      ,SA NATIONAL ROADS AGENCY LTD 9.25% 31/07/2034               ,FI00,BMA,ZAR,   ,31/07/34,00009.250000,31/01/18,000000.000,008.367610,02,0000010.655000,010.655000,             ,RSA GUARANTEED                ,2,1,        ,        ,31/07/17,007.941072,000.981984,              ,010, ,Y,        ,08/08/17
HWF10U      ,SA NATIONAL ROADS AGIENCY SOC LTD 3M J+154BPS 30/09/2019    ,FI02,OTC,ZAR,   ,30/09/19,00008.882000,29/09/17,000000.000,000.142466,04,0000100.991790,          ,             ,                              ,2,1,        ,        ,30/06/17,000.139555,000.043705,              ,010, ,Y,        ,08/08/17
HYP         ,HYPROP INVEST.                                              ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000117.750000,          ,0000248441278,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
I2025M7     ,I2025 REPUBLIC OF SOUTH AFRICA 2.000% 31/01/2025            ,FI04,BMA,ZAR,500,31/01/25,00002.000000,31/01/18,000000.000,006.977293,02,0000002.480000,002.480000,             ,                              ,2,1,        ,        ,31/07/17,006.891141,000.529740,              ,010, ,Y,        ,08/08/17
I2033M7     ,I2033 REPUBLIC OF SOUTH AFRICA 1.875% 28/02/2033            ,FI04,BMA,ZAR,600,28/02/33,00001.875000,31/08/17,000000.000,013.338856,02,0000103.086530,          ,             ,                              ,2,1,        ,        ,28/02/17,013.170875,001.986781,              ,010, ,Y,        ,08/08/17
I2038M7     ,I2038 REPUBLIC OF SOUTH AFRICA 2.250% 31/01/2038            ,FI04,BMA,ZAR,500,31/01/38,00002.250000,31/01/18,000000.000,016.456301,02,0000128.808950,          ,             ,                              ,2,1,        ,        ,31/07/17,016.259582,003.116551,              ,010, ,Y,        ,08/08/17
I2046M7     ,I2046 REPUBLIC OF SOUTH AFRICA 2.500% 31/12/2046            ,FI04,BMA,ZAR,   ,31/03/46,00002.500000,30/09/17,000000.000,020.423515,02,0000123.899660,          ,             ,                              ,2,1,        ,        ,31/03/17,020.168693,005.132096,              ,010, ,Y,        ,08/08/17
I2050M7     ,I2050 REPUBLIC OF SOUTH AFRICA 2.500% 31/12/2050            ,FI04,BMA,ZAR,600,31/12/50,00002.500000,31/12/17,000000.000,022.757368,02,0000131.872340,          ,             ,                              ,2,1,        ,        ,30/06/17,022.474132,006.515663,              ,010, ,Y,        ,08/08/17
IAM MC      ,MAROC TELECOM                                               ,OS00,SEC,MAD,   ,        ,            ,        ,000000.000,000.000000,  ,0000136.500000,          ,0000879095300,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
IBL02U      ,INVESTEC BANK 3MJIBAR+165BPS 24/05/2022                     ,FI02,BMA,ZAR,   ,24/05/22,00008.992000,24/08/17,000000.000,000.043836,04,0000100.691130,          ,             ,                              ,2,1,        ,        ,24/05/17,000.042883,000.174709,              ,009, ,Y,        ,08/08/17
IBL100      ,INVESTEC BANK 3MJIBAR+140BPS 24/05/2020                     ,FI02,BMA,ZAR,   ,24/05/20,00008.742000,24/08/17,000000.000,000.043836,04,0000100.024405,          ,             ,                              ,2,1,        ,        ,24/05/17,000.042892,000.069187,              ,009, ,Y,        ,08/08/17
IBL45       ,INVESTEC IBL45 8% 21/12/2018                                ,FI00,BMA,ZAR,   ,21/12/18,00008.000000,21/12/17,000000.000,001.312580,02,0000099.334940,          ,             ,SENIOUR UNSECURED             ,2,1,        ,        ,21/06/17,001.258868,000.022276,              ,010, ,Y,        ,08/08/17
IBL46       ,INVESTEC IBL46 7.25% 15/01/2020                             ,FI00,BMA,ZAR,   ,15/01/20,00007.250000,15/01/18,000000.000,002.264957,02,0000096.319510,          ,             ,                              ,2,1,        ,        ,15/07/17,002.167074,000.059371,              ,010, ,Y,        ,08/08/17
IBL49       ,INVESTEC IBL49 7.335% 02/04/2018                            ,FI00,BMA,ZAR,   ,02/04/18,00007.335000,02/10/17,000000.000,000.631550,02,0000008.260000,008.260000,             ,                              ,2,1,        ,        ,02/04/17,000.606436,000.006684,              ,010, ,Y,        ,08/08/17
IBL50       ,INVESTEC BANK 9.10% 02/08/2020                              ,FI00,BMA,ZAR,   ,02/08/20,00009.100000,02/02/18,000000.000,002.678065,02,0000008.950000,008.950000,             ,                              ,2,1,        ,        ,02/08/17,002.562453,000.082273,              ,010, ,Y,        ,08/08/17
IBL61       ,INVESTEC 3M JIBAR+110BPS 31/03/2019                         ,FI02,BMA,ZAR,   ,31/03/19,00008.442000,30/09/17,000000.000,000.145206,04,0000099.904609,          ,             ,                              ,2,1,        ,        ,30/06/17,000.142158,000.027393,              ,009, ,Y,        ,08/08/17
IBL73       ,INVESTEC 3M JIBAR+140BPS 19/08/2018                         ,FI02,BMA,ZAR,   ,19/08/18,00008.742000,19/08/17,000000.000,000.030137,04,0000100.118730,          ,             ,                              ,2,1,        ,        ,19/05/17,000.029496,000.011850,              ,009, ,Y,        ,08/08/17
IBL75       ,INVESTEC BANK LTD 3M JIBAR+165BPS 19/08/2020                ,FI02,BMA,ZAR,   ,19/08/20,00008.992000,19/08/17,000000.000,000.030137,04,0000100.020478,          ,             ,                              ,2,1,        ,        ,19/05/17,000.029470,000.079215,              ,009, ,Y,        ,08/08/17
IBL82       ,INVESTEC BANK 3M JIBAR+150BPS 29/01/2019                    ,FI02,BMA,ZAR,   ,29/01/19,00008.575000,30/10/17,000000.000,000.227397,04,0000100.037362,          ,             ,                              ,2,1,        ,        ,31/07/17,000.222655,000.022812,              ,009, ,Y,        ,08/08/17
IBL85       ,INVESTEC BANK 3M JIBAR+155BPS 20/05/2019                    ,FI02,BMA,ZAR,   ,20/05/19,00008.892000,20/08/17,000000.000,000.032877,04,0000100.349130,          ,             ,                              ,2,1,        ,        ,21/05/17,000.032181,000.031173,              ,009, ,Y,        ,08/08/17
IBL87       ,INVESTEC BANK LIMITED 9.750% 20/05/2019                     ,FI00,BMA,ZAR,   ,20/05/19,00009.750000,20/11/17,000000.000,001.647406,02,0000008.380000,008.380000,             ,                              ,2,1,        ,        ,20/05/17,001.580633,000.033936,              ,009, ,Y,        ,08/08/17
IBL88       ,INVESTEC BANK LIMITED 10.320% 20/05/2021                    ,FI00,BMA,ZAR,   ,20/05/21,00010.320000,20/11/17,000000.000,003.174530,02,0000008.920000,008.920000,             ,                              ,2,1,        ,        ,20/05/17,003.037925,000.117833,              ,009, ,Y,        ,08/08/17
IDCG02      ,INDUSTRIAL DEVELOPMENT CORPORATION 3MJIBAR+120BPS 22/10/2018,FI02,BMA,ZAR,   ,22/10/18,00008.283000,22/10/17,000000.000,000.205479,04,0000100.049080,          ,             ,                              ,2,1,        ,        ,22/07/17,000.201294,000.015891,              ,010, ,Y,        ,08/08/17
IDCG03      ,IDCG03 INDUSTRIAL DEVELOPMENT CORP  8.34% 22/10/2020        ,FI00,BMA,ZAR,   ,22/10/20,00008.340000,22/10/17,000000.000,002.807550,02,0000009.240000,009.240000,             ,                              ,2,1,        ,        ,22/04/17,002.683244,000.091347,              ,010, ,Y,        ,08/08/17
IDCG05      ,INDUSTRIAL DEVELOPMENT CORPORATION 3MJIBAR+150BPS 24/11/2019,FI02,BMA,ZAR,   ,24/11/19,00008.842000,24/08/17,000000.000,000.043836,04,0000099.920679,          ,             ,                              ,2,1,        ,        ,24/05/17,000.042876,000.048718,              ,005, ,Y,        ,08/08/17
IDCG06      ,INDUSTRIAL DEVELOPMENT CORPORATION 9.55% 24/11/2024         ,FI00,BMA,ZAR,   ,24/11/24,00009.550000,24/11/17,000000.000,005.262049,02,0000010.410000,010.410000,             ,                              ,2,1,        ,        ,24/05/17,004.999677,000.330641,              ,005, ,Y,        ,08/08/17
IDCG07      ,INDUSTRIAL DEVELOPMENT CORPORATION 3MJIBAR+155BPS 13/11/2020,FI02,BMA,ZAR,   ,13/11/20,00008.892000,14/08/17,000000.000,000.016438,04,0000100.013283,          ,             ,                              ,2,1,        ,        ,15/05/17,000.016082,000.092469,              ,005, ,Y,        ,08/08/17
IDCG09      ,INDUSTRIAL DEVELOPMENT CORPORATION 3MJIBAR+162BPS 05/12/2019,FI02,BMA,ZAR,   ,05/12/19,00008.945000,05/09/17,000000.000,000.076712,04,0000100.034689,          ,             ,                              ,2,1,        ,        ,05/06/17,000.075024,000.050010,              ,005, ,Y,        ,08/08/17
IEUR US     ,ISHARES CORE MSCI EUROPE ETF                                ,OS03,NYS,USD,   ,        ,            ,        ,000000.000,000.000000,  ,0000048.300000,          ,0000026000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
IMP         ,IMPALA PLATINUM HOLDINGS LIMITED                            ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000038.040000,          ,0000734778378,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
INL         ,INVESTEC LIMITED                                            ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000099.230000,          ,0000308172606,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
INP         ,INVESTEC PLC                                                ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000100.060000,          ,0000666630820,PRIMARY - LONDON              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
INVES22     ,INVESTEC BANK PLC 9.625% 17/02/2022                         ,FI00,LSE,GBP,   ,17/02/22,00009.625000,17/02/18,000000.000,003.837356,01,0000129.217000,          ,             ,                              ,3,1,        ,        ,17/02/17,003.737179,000.191377,              ,   , ,Y,        ,08/08/17
IPF20       ,INVESTEC BANK LIMITED 3MONTH JIBAR+148BPS 17/03/2020        ,FI02,BMA,ZAR,   ,17/03/20,00008.797000,17/09/17,000000.000,000.109589,04,0000100.044810,          ,             ,                              ,2,1,        ,        ,17/06/17,000.107217,000.061603,              ,005, ,Y,        ,08/08/17
