ValuationDate,08/08/17
BONDPY
Pfolio ,BondInstrument                        ,Security ,SectorLevel0         ,Duration ,NominalValue   ,TotalCost         ,Ex? ,CurrentYTM ,MarketValue       ,Cat
B0005I,ESKOM 7.50% 15/09/2033               ,ES33    ,Over 12 years Nomina,000.0000,00000016677,00000013444.10, ,0010.77,00000013045.49,FI00
B0005I,R2030 REPUBLIC OF SOUTH AFRICA 8.000%,R2030   ,Over 12 years Nomina,000.0000,00000950455,00000880812.50, ,0009.12,00000874246.76,FI00
B0005I,R2032 REPUBLIC OF SOUTH AFRICA 8.250%,R2032   ,Over 12 years Nomina,000.0000,00000544339,00000540039.27, ,0009.35,00000513266.55,FI00
B0005I,R2035 REPUBLIC OF SOUTH AFRICA 8.875%,R2035   ,Over 12 years Nomina,000.0000,00000050000,00000047409.95, ,0009.60,00000048919.39,FI00
B0005I,R2037 REPUBLIC OF SOUTH AFRICA 8.500%,R2037   ,Over 12 years Nomina,000.0000,00000107357,00000103834.73, ,0009.69,00000096479.03,FI00
B0005I,R2040 REPUBLIC OF SOUTH AFRICA 9.000%,R2040   ,Over 12 years Nomina,000.0000,00002116855,00002018651.01, ,0009.83,00001963361.21,FI00
B0005I,R2044 REPUBLIC OF SOUTH AFRICA 8.750%,R2044   ,Over 12 years Nomina,000.0000,00003894871,00003598031.09, ,0009.86,00003498864.66,FI00
B0005I,R2048 REPUBLIC OF SOUTH AFRICA 8.750%,R2048   ,Over 12 years Nomina,000.0000,00000555005,00000526845.49, ,0009.82,00000519075.75,FI00
B0005I,R209 REPUBLIC OF SOUTH AFRICA 6.250% ,R209    ,Over 12 years Nomina,000.0000,00000853924,00000640456.93, ,0009.57,00000628787.71,FI00
B0005I,R213 REPUBLIC OF SOUTH AFRICA 7.000% ,R213A   ,Over 12 years Nomina,000.0000,00000347000,00000311379.69, ,0009.22,00000298717.62,FI00
B0005I,R214 REPUBLIC OF SOUTH AFRICA 7.000% ,R214    ,Over 12 years Nomina,000.0000,00000441000,00000332618.34, ,0009.75,00000322182.87,FI00
**TOTAL Over 12 years Nomina                                           ,,,,000.0000,00009877483,00009013523.10, ,       ,00008776947.04,
B0005I,CITY OF JHB 9% 05/06/2018            ,COJ04   ,0-1 year NominalCred,000.0000,00000097972,00000085569.76, ,0008.09,00000100216.24,FI00
B0005I,FIRSTRAND 10.50% 14/04/2018          ,FRX18   ,0-1 year NominalCred,000.0000,00000001000,00000001045.76, ,0007.67,00000001051.50,FI00
B0005I,IMPERIAL GRP 280917                  ,IPL6    ,0-1 year NominalCred,000.0000,00000003000,00000003066.85, ,0007.90,00000003113.15,FI00
B0005I,INVESTEC 13.735% 30/04/2018          ,IV08    ,0-1 year NominalCred,000.0000,00000001000,00000001069.10, ,0008.78,00000001071.57,FI00
B0005I,STD 8.4% 100418                      ,SBK9    ,0-1 year NominalCred,000.0000,00000046169,00000042282.12, ,0008.43,00000047433.24,FI00
**TOTAL 0-1 year NominalCred                                           ,,,,000.0000,00000149141,00000133033.59, ,       ,00000152885.70,
B0005I,AA05 ANGLO AMERICAN SA FINANCE LTD 9.,AA05    ,1-3 years NominalCre,000.0000,00000002000,00000001994.98, ,0008.60,00000002090.07,FI00
B0005I,ABSA BANK LIMITED 8.295% 21/11/2018  ,AB013   ,1-3 years NominalCre,000.0000,00000012000,00000011529.31, ,0009.08,00000012101.81,FI00
B0005I,ABSA 8.20% 01/06/2020                ,ABS6    ,1-3 years NominalCre,000.0000,00000126000,00000127591.20, ,0008.58,00000126747.65,FI00
B0005I,AIRPORTS COMPANY OF SOUTH AFRICA 8.58,AIR01   ,1-3 years NominalCre,000.0000,00000009000,00000008785.63, ,0008.43,00000009327.02,FI00
B0005I,BARLOW 9.8% 01/10/2018               ,BAW11   ,1-3 years NominalCre,000.0000,00000013000,00000013141.31, ,0008.58,00000013619.62,FI00
B0005I,DEV BANK 9.45% 15/06/2020            ,DV22    ,1-3 years NominalCre,000.0000,00000015000,00000015528.00, ,0008.54,00000015308.91,FI00
B0005I,FIRSTRAND 8.5% 21/12/2018            ,FRB05   ,1-3 years NominalCre,000.0000,00000025000,00000024028.37, ,0008.88,00000025160.10,FI00
B0005I,FIRSTRAND 12% 21/12/2018 (STEP UP DAT,FRBC21  ,1-3 years NominalCre,000.0000,00000013000,00000013448.41, ,0009.89,00000013548.54,FI00
B0005I,FIRSTRAND 9.00% 15/11/2019           ,FRX19   ,1-3 years NominalCre,000.0000,00000200000,00000214351.44, ,0007.90,00000208653.20,FI00
B0005I,NBK3A NEDBANK LIMITED 11.39% 09/09/20,NBK3A   ,1-3 years NominalCre,000.0000,00000010000,00000010730.43, ,0008.15,00000011082.40,FI00
B0005I,SA NATIONAL ROADS AGENCY LTD 12.25% 3,NRA018  ,1-3 years NominalCre,000.0000,00000004000,00000004368.79, ,0008.26,00000004287.15,FI00
B0005I,OLD MUTUAL LIFE ASSURANCE COMPANY LTD,OML05   ,1-3 years NominalCre,000.0000,00000219838,00000219838.00, ,0009.71,00000228379.61,FI00
B0005I,STD BANK LIMITED 8.87% 24/05/2019    ,SBS25   ,1-3 years NominalCre,000.0000,00000054000,00000053850.25, ,0007.95,00000055806.43,FI00
**TOTAL 1-3 years NominalCre                                           ,,,,000.0000,00000702838,00000719186.12, ,       ,00000726112.51,
B0005I,ANGLO AMERICAN SA FINANCE LTD 9.49% 1,AA07    ,3-7 years NominalCre,000.0000,00000163096,00000163092.18, ,0009.58,00000167512.33,FI00
B0005I,CITY OF JHB 10.78% 23/03/2021        ,COJ07   ,3-7 years NominalCre,000.0000,00000003000,00000003108.52, ,0009.49,00000003237.86,FI00
B0005I,DEV BANK 10.00% 27/02/2023           ,DV23    ,3-7 years NominalCre,000.0000,00000070174,00000068649.79, ,0009.45,00000074964.20,FI00
B0005I,FIRSTRAND JBR+170BPS 27/10/2020      ,FRS49   ,3-7 years NominalCre,000.0000,00000002072,00000002072.19, ,0008.78,00000002078.74,FI02
B0005I,NEDBANK 8.92% 28/11/2020             ,NBK11A  ,3-7 years NominalCre,000.0000,00000186098,00000183397.87, ,0008.50,00000191588.06,FI00
B0005I,SA NATIONAL ROADS AGENCY LTD 12.25% 3,NRA022  ,3-7 years NominalCre,000.0000,00000005000,00000005900.54, ,0009.18,00000005792.68,FI00
B0005I,OLD MUTUAL LIFE ASSURANCE COMPANY LTD,OML06   ,3-7 years NominalCre,000.0000,00000439675,00000439675.00, ,0010.48,00000454682.65,FI00
B0005I,OLD MUTUAL LIFE ASSURANCE COMPANY LTD,OML09   ,3-7 years NominalCre,000.0000,00000437851,00000437851.00, ,0010.47,00000464244.83,FI00
B0005I,SBS19 STANDARD BANK OF SA 10.18% 23/0,SBS19   ,3-7 years NominalCre,000.0000,00000005000,00000005257.31, ,0008.36,00000005360.35,FI00
B0005I,STANDARD BANK LTD 10.13% 20/02/2024  ,SBS27   ,3-7 years NominalCre,000.0000,00000049000,00000050072.47, ,0009.15,00000053650.37,FI00
B0005I,TRANSNET LIMITED 10.5% 17/09/2020    ,TN20    ,3-7 years NominalCre,000.0000,00000005000,00000005284.31, ,0008.76,00000005438.27,FI00
**TOTAL 3-7 years NominalCre                                           ,,,,000.0000,00001365966,00001364361.18, ,       ,00001428550.34,
B0005I,CITY OF CAPE TOWN 11.16% 15/03/2025  ,CCT03   ,7-12 years NominalCr,000.0000,00000135604,00000144936.64, ,0010.46,00000146512.60,FI00
B0005I,CITY OF JOHANNESBURG METROPOLITAN 11.,COJ08   ,7-12 years NominalCr,000.0000,00000240199,00000240199.00, ,0010.56,00000255927.80,FI00
B0005I,FIRSTRAND 10.75% 10/12/2024          ,FRX24   ,7-12 years NominalCr,000.0000,00000007000,00000007448.14, ,0009.20,00000007691.38,FI00
B0005I,STD LIMITED 10.05% 15/05/2026        ,SBS20B  ,7-12 years NominalCr,000.0000,00000021000,00000021066.83, ,0009.67,00000021957.99,FI00
B0005I,TRANSNET LIMITED 9.5% 19/08/2025     ,TN25    ,7-12 years NominalCr,000.0000,00000007000,00000006966.83, ,0010.40,00000006976.22,FI00
**TOTAL 7-12 years NominalCr                                           ,,,,000.0000,00000410803,00000420617.44, ,       ,00000439065.99,
B0005I,STANLIB INFLATION LINKED BOND FUND CL,SBLB1   ,Fixed Int Unit Trust,000.0000,00000168449,00000169160.34, ,       ,00000175443.68,OS03
B0005I,STANLIB INCOME FUND (CLASS B1)       ,SIB1    ,Fixed Int Unit Trust,000.0000,00006047302,00008259433.95, ,       ,00008266419.54,OS03
B0005I,STANLIB GLOBAL BOND SINGLE MANAGER CL,SINGLMAN,Fixed Int Unit Trust,000.0000,00000000060,00001112842.48, ,       ,00001191374.86,OS03
B0005I,STANLIB INCOME ABIL RETENTION FUND   ,STIAR   ,Fixed Int Unit Trust,000.0000,00000368521,00000517438.39, ,       ,00000569752.81,OS03
**TOTAL Fixed Int Unit Trust                                           ,,,,000.0000,00006584332,00010058875.16, ,       ,00010202990.89,
B0005I,BNY MELLON USD                       ,BNYUSD  ,Current Account     ,        ,           ,              , ,       ,00000017926.82,ZL01
B0005I,STANDARD BANK ZAR - Net Settlements  ,STDCUR01,Current Account     ,        ,           ,              , ,       ,00000180052.78,ZL06
**TOTAL Current Account                                                ,,,,        ,           ,              , ,       ,00000197979.60,
B0005I,SAFEX VARIATION MARG                 ,XMARVAR ,Margin Accounts     ,        ,           ,              , ,       ,00001048264.08,ZL01
**TOTAL Margin Accounts                                                ,,,,        ,           ,              , ,       ,00001048264.08,
B0005I,FIDELITY INSTITUTIONAL LIQUIDITY USD ,FIDUSD  ,Money Market Unit Tr,000.0000,00000000012,00001612408.14, ,       ,00001655443.95,OS03
B0005I,STANLIB INSTITUTIONAL MONEY MARKET FU,SIMMB4  ,Money Market Unit Tr,000.0000,00000530445,00000530445.44, ,0040.00,00000531054.22,FI02
**TOTAL Money Market Unit Tr                                           ,,,,000.0000,00000530457,00002142853.58, ,       ,00002186498.17,
TOTAL SB SWAZI PF                                                      ,,,,        ,00021917694,00042478477.80, ,       ,00053227090.76,
BJMBS ,ESKOM 9.25% 20/04/2018               ,ES18    ,0-1 years NominalGov,000.0000,00000177373,00000184512.31, ,0007.95,00000183849.88,FI00
BJMBS ,R203 REPUBLIC OF SOUTH AFRICA 8.250% ,R203    ,0-1 years NominalGov,000.0000,00000095560,00000097611.85, ,0006.95,00000098808.66,FI00
**TOTAL 0-1 years NominalGov                                           ,,,,000.0000,00000272933,00000282124.16, ,       ,00000282658.54,
BJMBS ,SA NATIONAL ROADS AGENCY LTD 9.75% 31,HWAY20  ,1-3 years NominalGov,000.0000,00000323134,00000356160.40, ,0008.26,00000336377.94,FI00
BJMBS ,R204 REPUBLIC OF SOUTH AFRICA 8.000% ,R204    ,1-3 years NominalGov,000.0000,00000052350,00000051358.41, ,0007.08,00000053521.66,FI00
BJMBS ,R207 REPUBLIC OF SOUTH AFRICA 7.250% ,R207    ,1-3 years NominalGov,000.0000,00000205157,00000201714.60, ,0007.33,00000205792.68,FI00
**TOTAL 1-3 years NominalGov                                           ,,,,000.0000,00000580641,00000609233.41, ,       ,00000595692.28,
BJMBS ,ESKOM 10.00% 25/01/2023              ,ES23    ,3-7 years NominalGov,000.0000,00000274067,00000287620.45, ,0008.93,00000287625.12,FI00
BJMBS ,R2023 REPUBLIC OF SOUTH AFRICA 7.750%,R2023   ,3-7 years NominalGov,000.0000,00000605617,00000584978.44, ,0007.90,00000622203.64,FI00
BJMBS ,R208 REPUBLIC OF SOUTH AFRICA 6.750% ,R208    ,3-7 years NominalGov,000.0000,00000256027,00000241876.59, ,0007.48,00000256312.37,FI00
BJMBS ,TRANS CALEDON 9% 28/05/2021          ,WSP5    ,3-7 years NominalGov,000.0000,00000238111,00000231986.30, ,0008.23,00000248197.43,FI00
**TOTAL 3-7 years NominalGov                                           ,,,,000.0000,00001373822,00001346461.78, ,       ,00001414338.56,
BJMBS ,ESKOM 7.85% 02/04/2026               ,ES26    ,7-12 years NominalGo,000.0000,00003217394,00002863688.06, ,0009.72,00002959143.11,FI00
BJMBS ,R186 REPUBLIC OF SOUTH AFRICA 10.500%,R186    ,7-12 years NominalGo,000.0000,00000682587,00000757078.50, ,0008.56,00000776195.75,FI00
BJMBS ,SA NATIONAL ROADS AGENCY LTD 9% 30/09,SZ25    ,7-12 years NominalGo,000.0000,00000171267,00000161299.19, ,0009.51,00000171872.02,FI00
**TOTAL 7-12 years NominalGo                                           ,,,,000.0000,00004071248,00003782065.75, ,       ,00003907210.88,
BJMBS ,ESKOM 7.50% 15/09/2033               ,ES33    ,Over 12 years Nomina,000.0000,00006747263,00005316499.61, ,0010.77,00005278010.05,FI00
BJMBS ,ESKOM 8.5% 25/04/2042                ,ES42    ,Over 12 years Nomina,000.0000,00001809505,00001480512.52, ,0011.05,00001465233.65,FI00
BJMBS ,SA NATIONAL ROADS AGENCY LTD 9.25% 31,HWAY34  ,Over 12 years Nomina,000.0000,00000927664,00000839490.24, ,0010.66,00000828386.98,FI00
BJMBS ,R2030 REPUBLIC OF SOUTH AFRICA 8.000%,R2030   ,Over 12 years Nomina,000.0000,00000726724,00000695337.89, ,0009.12,00000668454.69,FI00
BJMBS ,R2032 REPUBLIC OF SOUTH AFRICA 8.250%,R2032   ,Over 12 years Nomina,000.0000,00003809505,00003502637.11, ,0009.35,00003592047.41,FI00
BJMBS ,R2035 REPUBLIC OF SOUTH AFRICA 8.875%,R2035   ,Over 12 years Nomina,000.0000,00004577832,00004353049.66, ,0009.60,00004478894.52,FI00
BJMBS ,R2037 REPUBLIC OF SOUTH AFRICA 8.500%,R2037   ,Over 12 years Nomina,000.0000,00012171316,00010894510.88, ,0009.69,00010938054.97,FI00
BJMBS ,R2040 REPUBLIC OF SOUTH AFRICA 9.000%,R2040   ,Over 12 years Nomina,000.0000,00008375214,00007875802.08, ,0009.83,00007767924.72,FI00
BJMBS ,R2044 REPUBLIC OF SOUTH AFRICA 8.750%,R2044   ,Over 12 years Nomina,000.0000,00036401562,00033018220.96, ,0009.86,00032700476.87,FI00
BJMBS ,R2048 REPUBLIC OF SOUTH AFRICA 8.750%,R2048   ,Over 12 years Nomina,000.0000,00014967458,00013641465.80, ,0009.82,00013998512.66,FI00
BJMBS ,R209 REPUBLIC OF SOUTH AFRICA 6.250% ,R209    ,Over 12 years Nomina,000.0000,00006211053,00004352222.96, ,0009.57,00004573514.47,FI00
BJMBS ,R213 REPUBLIC OF SOUTH AFRICA 7.000% ,R213A   ,Over 12 years Nomina,000.0000,00001664157,00001341542.44, ,0009.22,00001432602.37,FI00
BJMBS ,R214 REPUBLIC OF SOUTH AFRICA 7.000% ,R214    ,Over 12 years Nomina,000.0000,00007801298,00005528807.37, ,0009.75,00005699420.80,FI00
**TOTAL Over 12 years Nomina                                           ,,,,000.0000,00106190551,00092840099.52, ,       ,00093421534.16,
BJMBS ,ABS10 ABSA BANK LIMITED 9.88% 17/03/2,ABS10   ,0-1 year NominalCred,000.0000,00000193207,00000200736.64, ,0008.25,00000202528.91,FI00
BJMBS ,CITY OF JHB 9% 05/06/2018            ,COJ04   ,0-1 year NominalCred,000.0000,00000001640,00000001628.81, ,0008.09,00000001677.57,FI00
BJMBS ,FIRSTRAND 10.50% 14/04/2018          ,FRX18   ,0-1 year NominalCred,000.0000,00000073099,00000076989.16, ,0007.67,00000076863.81,FI00
BJMBS ,INVESTEC IBL49 7.335% 02/04/2018     ,IBL49   ,0-1 year NominalCred,000.0000,00000210865,00000190437.05, ,0008.26,00000215072.88,FI00
BJMBS ,IMPERIAL GRP 280917                  ,IPL6    ,0-1 year NominalCred,000.0000,00000176828,00000181162.91, ,0007.90,00000183497.28,FI00
BJMBS ,INVESTEC 13.735% 30/04/2018          ,IV08    ,0-1 year NominalCred,000.0000,00000073099,00000076739.52, ,0008.78,00000078330.46,FI00
BJMBS ,LIBERTY GROUP LGL03 03/04/2018       ,LGL03   ,0-1 year NominalCred,000.0000,00000346334,00000329493.02, ,0008.85,00000352923.55,FI00
BJMBS ,STD FIXED RATE 9.66% CALLABLE 01/12/2,SBK14   ,0-1 year NominalCred,000.0000,00000119100,00000120124.20, ,0008.05,00000121795.74,FI00
BJMBS ,STD 8.4% 100418                      ,SBK9    ,0-1 year NominalCred,000.0000,00000004887,00000004816.53, ,0008.43,00000005020.82,FI00
BJMBS ,SBS13 STANDARD BANK OF SA 8.9% 22/09/,SBS13   ,0-1 year NominalCred,000.0000,00000163733,00000165482.99, ,0007.57,00000169477.70,FI00
BJMBS ,SANTAM LTD 8% 150917 - STEP UP 15/09/,SNT01   ,0-1 year NominalCred,000.0000,00000000676,00000000661.29, ,0008.15,00000000698.12,FI00
BJMBS ,SAPPI SOUTHERN AFRICA 3MONTH JIBAR+15,SSA05   ,0-1 year NominalCred,000.0000,00000020267,00000020238.10, ,0008.41,00000020436.74,FI02
BJMBS ,TRANSNET LIMITED 17 9.25% 14/11/2017 ,TN17    ,0-1 year NominalCred,000.0000,00000366990,00000384136.73, ,0007.64,00000376338.41,FI00
**TOTAL 0-1 year NominalCred                                           ,,,,000.0000,00001750725,00001752646.95, ,       ,00001804661.99,
BJMBS ,AA05 ANGLO AMERICAN SA FINANCE LTD 9.,AA05    ,1-3 years NominalCre,000.0000,00000188253,00000187762.84, ,0008.60,00000196730.92,FI00
BJMBS ,ABSA BANK LIMITED 8.295% 21/11/2018  ,AB013   ,1-3 years NominalCre,000.0000,00000008959,00000008607.36, ,0009.08,00000009035.01,FI00
BJMBS ,ABSA BANK LTD 9.26% 14/05/2020       ,ABS12   ,1-3 years NominalCre,000.0000,00000215595,00000205447.31, ,0008.91,00000222075.76,FI00
BJMBS ,ABSA 8.20% 01/06/2020                ,ABS6    ,1-3 years NominalCre,000.0000,00000047251,00000045828.82, ,0008.58,00000047531.37,FI00
BJMBS ,AIRPORTS COMPANY OF SOUTH AFRICA 8.58,AIR01   ,1-3 years NominalCre,000.0000,00000396967,00000387985.69, ,0008.43,00000411391.15,FI00
BJMBS ,BARLOW 9.8% 01/10/2018               ,BAW11   ,1-3 years NominalCre,000.0000,00000474386,00000478292.23, ,0008.58,00000496996.56,FI00
BJMBS ,DEV BANK 9.45% 15/06/2020            ,DV22    ,1-3 years NominalCre,000.0000,00000004786,00000004947.84, ,0008.54,00000004884.56,FI00
BJMBS ,ESKOM 13.5% 01 AUG 2020              ,E170    ,1-3 years NominalCre,000.0000,00000001945,00000002213.59, ,0008.22,00000002217.33,FI00
BJMBS ,FIRSTRAND 8.5% 21/12/2018            ,FRB05   ,1-3 years NominalCre,000.0000,00000311265,00000294754.83, ,0008.88,00000313258.34,FI00
BJMBS ,FIRSTRAND 12% 21/12/2018 (STEP UP DAT,FRBC21  ,1-3 years NominalCre,000.0000,00000007131,00000007249.27, ,0009.89,00000007431.90,FI00
BJMBS ,FIRSTRAND 9.00% 15/11/2019           ,FRX19   ,1-3 years NominalCre,000.0000,00000377972,00000383796.07, ,0007.90,00000394325.34,FI00
BJMBS ,INVESTEC IBL45 8% 21/12/2018         ,IBL45   ,1-3 years NominalCre,000.0000,00000199863,00000188972.44, ,0008.51,00000200680.26,FI00
BJMBS ,INVESTEC IBL46 7.25% 15/01/2020      ,IBL46   ,1-3 years NominalCre,000.0000,00000394164,00000353418.30, ,0008.96,00000381614.17,FI00
BJMBS ,INVESTEC BANK LIMITED 9.750% 20/05/20,IBL87   ,1-3 years NominalCre,000.0000,00000000927,00000000936.14, ,0008.38,00000000967.30,FI00
BJMBS ,NBK3A NEDBANK LIMITED 11.39% 09/09/20,NBK3A   ,1-3 years NominalCre,000.0000,00000009323,00000010250.28, ,0008.15,00000010332.12,FI00
BJMBS ,NAMIBIA POWER CORP LTD - 24/07/2020  ,NMP20N  ,1-3 years NominalCre,000.0000,00000058890,00000057286.50, ,0008.38,00000060595.48,FI00
BJMBS ,SA NATIONAL ROADS AGENCY LTD 12.25% 3,NRA018  ,1-3 years NominalCre,000.0000,00000291514,00000332811.60, ,0008.26,00000312441.12,FI00
BJMBS ,OLD MUTUAL LIFE ASSURANCE COMPANY LTD,OML05   ,1-3 years NominalCre,000.0000,00000274849,00000263946.68, ,0009.71,00000285528.01,FI00
BJMBS ,STD BANK LIMITED 8.87% 24/05/2019    ,SBS25   ,1-3 years NominalCre,000.0000,00000220943,00000219534.10, ,0007.95,00000228334.07,FI00
BJMBS ,SANLAM 8.7% 15/08/2018               ,SLI3    ,1-3 years NominalCre,000.0000,00000131292,00000125839.16,X,0008.33,00000131572.58,FI00
**TOTAL 1-3 years NominalCre                                           ,,,,000.0000,00003616275,00003559881.05, ,       ,00003717943.35,
BJMBS ,ANGLO AMERICAN SA FINANCE LTD 9.49% 1,AA07    ,3-7 years NominalCre,000.0000,00000453148,00000450083.30, ,0009.58,00000465418.39,FI00
BJMBS ,AFRICAN BANK LIMITED 3M JIBAR + 725BP,ABKS1A  ,3-7 years NominalCre,000.0000,00000068676,00000058894.76, ,0019.99,00000060227.92,FI02
BJMBS ,AFRICAN BANK SENIOR TRANSFERABLE STUB,ABL SENT,3-7 years NominalCre,000.0000,00000069671,00000031351.95, ,0019.28,00000035009.68,FI02
BJMBS ,AFRICAN BANK SUBORDINATED STUB       ,ABL SUB ,3-7 years NominalCre,000.0000,00000168534,00000000000.00, ,0040.00,00000000000.00,FI02
BJMBS ,ABSA BANK LTD 9.675% 14/05/2022      ,ABS13A  ,3-7 years NominalCre,000.0000,00000496792,00000464600.98, ,0009.36,00000513927.65,FI00
BJMBS ,AIR02 AIRPORTS COMPANY SA LTD 11.68% ,AIR02   ,3-7 years NominalCre,000.0000,00000113667,00000122561.77, ,0010.10,00000124958.11,FI00
BJMBS ,AIRPORTS COMPANY OF SA 9.25% 29/05/20,AIR04   ,3-7 years NominalCre,000.0000,00000177278,00000166701.16, ,0009.25,00000180442.87,FI00
BJMBS ,BARLOWORLD LIMITED 3MONTH JIBAR+170BP,BAW18   ,3-7 years NominalCre,000.0000,00000108898,00000109314.28, ,0009.05,00000110560.41,FI02
BJMBS ,BARLOW  WORLD 9.295% 24/03/2022      ,BAW21A  ,3-7 years NominalCre,000.0000,00000066621,00000060751.39, ,0009.33,00000068843.79,FI00
BJMBS ,CCT01 CITY OF CAPE TOWN 12.57% 23/06/,CCT01   ,3-7 years NominalCre,000.0000,00000004356,00000004661.43, ,0010.39,00000004835.88,FI00
BJMBS ,CCT02 CITY OF CAPE TOWN 11.615% 12/06,CCT02   ,3-7 years NominalCre,000.0000,00000270452,00000283085.17, ,0010.39,00000291358.10,FI00
